h,geo_value,forecaster,forecast_date,target_date,forecast_0.01,forecast_0.025,forecast_0.05,forecast_0.1,forecast_0.15,forecast_0.2,forecast_0.25,forecast_0.3,forecast_0.35,forecast_0.4,forecast_0.45,forecast_0.5,forecast_0.55,forecast_0.6,forecast_0.65,forecast_0.7,forecast_0.75,forecast_0.8,forecast_0.85,forecast_0.9,forecast_0.95,forecast_0.975,forecast_0.99,deaths
1,ma,CEID-Walk,2021-02-01,2021-02-06,330.973,343.36,360.983,375.601,394.392,411.672,422.021,436.399,449.518,461.076,471.08,475.675,480.316,488.933,492.979,499.326,508.831,523.351,538.914,553.301,563.0,588.354,618.122,337.0
2,ma,CEID-Walk,2021-02-01,2021-02-13,247.869,301.212,317.753,345.947,368.844,385.564,393.986,409.59,417.797,423.667,450.094,465.682,472.083,487.826,499.697,514.417,523.853,535.421,547.48,560.543,597.717,643.759,696.893,343.0
3,ma,CEID-Walk,2021-02-01,2021-02-20,235.921,246.475,305.337,341.14,373.345,383.248,388.254,408.426,432.644,439.573,448.909,460.559,476.637,485.779,488.725,500.204,525.152,541.756,558.978,592.53,613.623,658.167,784.442,222.0
4,ma,CEID-Walk,2021-02-01,2021-02-27,178.799,225.18,246.707,286.483,342.406,356.027,385.608,390.157,421.803,432.345,442.451,459.478,474.824,483.03,498.435,523.269,536.179,558.621,576.007,604.246,642.61,690.258,759.4,176.0
1,mi,CEID-Walk,2021-02-01,2021-02-06,0.0,0.0,0.0,18.674,85.822,130.2,153.048,187.885,213.377,232.566,269.729,285.226,320.947,367.772,380.39,421.461,458.569,503.058,558.089,661.897,741.786,760.973,798.384,325.0
2,mi,CEID-Walk,2021-02-01,2021-02-13,0.0,0.0,0.0,0.0,0.0,20.907,59.812,100.771,139.002,174.464,213.618,263.235,280.269,305.533,374.122,428.708,521.394,564.275,611.309,703.807,792.852,940.396,1121.299,264.0
3,mi,CEID-Walk,2021-02-01,2021-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.606,97.858,158.236,281.697,334.652,392.634,461.999,522.049,565.38,646.064,728.22,800.4,1070.553,1156.222,1376.62,222.0
4,mi,CEID-Walk,2021-02-01,2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.45,152.274,247.087,297.659,358.229,432.477,519.454,582.657,650.228,716.448,773.835,842.537,1152.624,1302.989,1468.902,166.0
1,mn,CEID-Walk,2021-02-01,2021-02-06,12.321,33.783,48.634,69.514,79.373,86.868,96.234,101.115,105.819,110.47,115.65,124.736,134.273,138.178,144.516,151.398,154.73,161.82,168.65,179.873,195.643,205.477,215.721,102.0
2,mn,CEID-Walk,2021-02-01,2021-02-13,0.0,22.989,37.794,56.586,64.586,73.84,80.674,90.476,101.102,109.439,113.199,120.588,128.111,132.888,142.548,154.859,162.537,168.397,180.602,198.545,219.352,250.828,264.637,80.0
3,mn,CEID-Walk,2021-02-01,2021-02-20,0.0,0.0,5.897,24.73,42.148,56.624,67.374,78.584,93.219,104.601,114.079,126.284,141.517,151.02,154.637,165.711,171.7,182.061,200.694,215.536,248.028,274.967,281.809,54.0
4,mn,CEID-Walk,2021-02-01,2021-02-27,0.0,0.0,0.0,19.544,36.049,53.559,67.497,79.182,82.182,96.683,107.644,125.584,139.695,142.033,147.617,162.127,178.979,205.275,224.913,240.641,297.643,316.89,328.613,52.0
1,ms,CEID-Walk,2021-02-01,2021-02-06,154.652,172.169,181.636,195.388,213.707,222.395,233.229,246.138,249.478,253.282,259.879,261.47,266.989,271.94,279.013,286.248,290.792,296.283,300.296,312.43,334.852,348.174,381.53,248.0
2,ms,CEID-Walk,2021-02-01,2021-02-13,102.394,113.161,149.605,171.044,199.371,213.927,222.247,228.039,236.02,244.091,254.581,259.138,263.591,267.88,279.653,289.17,300.943,322.582,333.239,347.044,370.399,383.027,407.478,195.0
3,ms,CEID-Walk,2021-02-01,2021-02-20,91.736,111.902,136.5,158.219,177.977,205.233,211.691,228.877,238.36,252.993,268.212,274.288,284.448,295.795,300.806,320.021,327.979,340.417,350.453,366.026,396.863,413.198,443.405,92.0
4,ms,CEID-Walk,2021-02-01,2021-02-27,77.796,103.781,109.97,142.933,167.783,175.727,199.77,226.045,241.411,263.059,268.693,275.364,284.882,291.936,297.204,306.4,321.381,336.666,348.942,379.047,402.209,423.8,446.908,116.0
1,mo,CEID-Walk,2021-02-01,2021-02-06,14.272,48.667,85.126,98.303,108.594,131.448,152.771,174.036,198.274,207.64,223.697,234.469,246.793,261.447,271.282,290.806,312.212,332.261,365.509,380.877,421.354,500.758,550.159,402.0
2,mo,CEID-Walk,2021-02-01,2021-02-13,0.0,0.0,0.0,14.367,53.412,89.833,106.173,126.052,157.032,195.911,206.307,240.835,254.71,281.406,293.842,302.087,321.08,374.651,457.177,494.821,555.189,640.903,671.916,308.0
3,mo,CEID-Walk,2021-02-01,2021-02-20,0.0,0.0,0.0,0.0,2.568,68.527,88.434,106.555,133.745,169.534,192.977,216.98,253.037,272.535,315.432,336.259,351.088,418.552,452.041,525.446,658.502,755.427,778.438,279.0
4,mo,CEID-Walk,2021-02-01,2021-02-27,0.0,0.0,0.0,0.0,8.048,56.031,86.841,104.599,119.305,136.552,178.049,206.665,243.555,265.392,317.23,353.548,386.038,420.955,471.99,518.659,656.304,769.691,867.793,223.0
1,mt,CEID-Walk,2021-02-01,2021-02-06,15.137,15.361,28.917,32.634,43.488,51.441,59.947,64.217,73.066,77.635,83.836,89.761,92.974,99.066,104.571,111.711,117.59,125.13,130.243,156.15,160.502,164.882,179.868,80.0
2,mt,CEID-Walk,2021-02-01,2021-02-13,0.0,0.0,0.0,12.9,30.761,37.349,44.349,46.598,56.249,70.302,75.055,89.594,92.376,97.186,103.761,115.433,121.039,142.389,161.28,169.182,190.262,210.173,233.329,15.0
3,mt,CEID-Walk,2021-02-01,2021-02-20,0.0,0.0,0.0,0.0,4.338,16.601,37.805,49.154,56.237,74.53,81.032,83.232,95.417,108.108,113.006,120.737,145.106,159.289,171.529,182.379,206.409,245.293,277.242,14.0
4,mt,CEID-Walk,2021-02-01,2021-02-27,0.0,0.0,0.0,0.0,16.237,28.501,42.291,49.392,62.093,70.087,79.566,89.994,98.659,112.114,119.824,131.002,154.873,169.108,200.944,211.51,220.867,279.644,309.721,15.0
1,ne,CEID-Walk,2021-02-01,2021-02-06,0.0,0.0,0.0,0.0,1.966,9.698,15.842,17.765,20.455,22.701,29.456,36.468,43.997,50.656,60.091,66.29,69.705,75.965,85.456,96.602,118.625,136.462,151.327,48.0
2,ne,CEID-Walk,2021-02-01,2021-02-13,0.0,0.0,0.0,0.0,0.0,0.0,4.777,10.894,13.786,19.3,28.751,33.906,40.435,48.783,58.043,74.369,89.324,95.938,117.997,131.989,151.099,159.169,166.048,34.0
3,ne,CEID-Walk,2021-02-01,2021-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.519,13.47,19.296,26.381,35.878,43.554,57.758,75.99,86.649,104.769,114.253,137.708,160.049,219.845,261.609,45.0
4,ne,CEID-Walk,2021-02-01,2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.243,15.574,33.058,50.115,58.807,67.569,77.089,83.977,98.081,126.777,138.08,173.113,220.67,247.064,35.0
1,nv,CEID-Walk,2021-02-01,2021-02-06,86.337,108.253,119.595,155.359,173.711,180.828,200.313,218.592,227.527,235.553,244.546,257.094,267.619,276.5,284.514,288.24,296.981,304.229,324.745,337.424,349.037,378.394,413.227,232.0
2,nv,CEID-Walk,2021-02-01,2021-02-13,12.628,49.481,66.847,118.487,145.15,163.707,193.153,211.689,220.269,225.746,236.462,245.185,262.429,276.165,289.82,301.96,312.652,323.27,339.369,359.674,385.749,423.001,467.817,198.0
3,nv,CEID-Walk,2021-02-01,2021-02-20,0.0,1.997,59.098,120.344,131.647,161.358,177.31,190.616,208.151,234.846,248.548,254.365,261.997,269.77,280.898,301.043,311.382,329.915,354.62,404.72,440.558,451.787,491.242,174.0
4,nv,CEID-Walk,2021-02-01,2021-02-27,0.0,0.0,1.071,80.779,89.985,115.624,159.58,181.163,195.116,207.739,242.234,254.959,271.646,287.322,300.747,308.931,325.755,342.977,380.098,412.027,456.581,480.755,566.446,89.0
1,nh,CEID-Walk,2021-02-01,2021-02-06,18.324,21.029,25.721,31.209,37.398,43.338,52.791,56.286,59.157,62.642,65.718,68.096,69.448,72.643,74.273,76.757,80.998,83.934,88.223,91.187,95.92,108.969,123.212,56.0
2,nh,CEID-Walk,2021-02-01,2021-02-13,7.51,23.211,26.225,27.774,33.2,38.92,44.682,48.794,50.851,57.425,64.271,67.96,73.815,77.097,81.41,83.911,85.509,89.852,95.85,104.689,117.715,125.137,144.958,32.0
3,nh,CEID-Walk,2021-02-01,2021-02-20,0.0,0.0,1.347,21.988,27.737,39.754,44.432,50.269,57.785,62.989,66.379,69.203,73.723,78.837,82.42,85.123,99.225,101.889,110.183,119.346,135.108,145.168,154.173,23.0
4,nh,CEID-Walk,2021-02-01,2021-02-27,0.0,0.0,0.0,17.676,24.559,30.328,43.81,49.973,54.525,60.863,65.373,76.442,79.751,82.496,91.254,96.594,107.372,118.529,127.242,138.554,151.328,169.619,173.465,17.0
1,nj,CEID-Walk,2021-02-01,2021-02-06,368.429,386.355,395.315,425.879,442.397,460.64,467.565,482.627,495.329,505.862,517.295,523.475,529.51,546.333,561.34,572.624,582.377,595.394,604.574,633.845,654.303,670.045,686.134,509.0
2,nj,CEID-Walk,2021-02-01,2021-02-13,314.746,347.131,361.863,414.855,429.57,444.854,464.569,473.669,488.954,496.342,507.543,517.98,534.651,539.761,546.308,558.737,585.065,600.326,631.397,670.192,739.076,765.603,836.516,476.0
3,nj,CEID-Walk,2021-02-01,2021-02-20,208.742,271.692,286.049,329.653,391.16,439.19,475.027,492.474,498.094,504.472,514.673,532.299,550.24,568.627,586.949,604.24,620.341,628.668,651.172,701.858,758.588,816.447,916.04,394.0
4,nj,CEID-Walk,2021-02-01,2021-02-27,147.932,200.104,229.237,290.11,355.753,455.749,469.307,479.24,496.933,516.008,522.756,546.774,568.251,589.568,605.194,616.375,634.234,654.695,674.377,713.324,751.698,779.987,842.888,404.0
1,nm,CEID-Walk,2021-02-01,2021-02-06,89.298,91.178,95.7,103.344,114.982,118.473,125.99,131.135,136.445,138.912,143.438,148.395,151.999,160.114,165.474,169.606,173.54,178.143,181.11,190.993,210.575,218.179,232.122,121.0
2,nm,CEID-Walk,2021-02-01,2021-02-13,43.407,55.065,64.336,87.088,96.632,104.735,114.891,120.075,126.514,131.475,140.91,150.409,158.495,165.802,171.198,175.167,182.612,194.138,199.264,211.484,259.862,265.984,270.506,130.0
3,nm,CEID-Walk,2021-02-01,2021-02-20,2.692,16.605,56.267,75.913,85.378,92.498,98.66,107.559,114.79,124.897,132.345,137.829,151.42,161.0,166.437,173.916,184.036,193.695,214.05,247.963,260.514,272.747,275.933,94.0
4,nm,CEID-Walk,2021-02-01,2021-02-27,0.0,0.967,34.578,48.856,68.918,88.757,103.463,114.131,118.997,130.473,138.152,141.747,148.82,152.381,158.375,169.79,188.543,213.531,226.383,243.271,267.117,284.801,308.996,90.0
1,ny,CEID-Walk,2021-02-01,2021-02-06,1135.488,1148.482,1178.182,1198.392,1205.934,1216.123,1233.831,1253.815,1276.295,1283.302,1294.774,1308.914,1326.742,1347.294,1363.677,1376.317,1383.781,1397.955,1418.048,1454.97,1525.302,1559.156,1608.982,1210.0
2,ny,CEID-Walk,2021-02-01,2021-02-13,1039.163,1042.005,1071.832,1111.812,1138.421,1168.691,1217.477,1233.824,1242.512,1258.543,1282.538,1310.421,1327.767,1351.089,1369.085,1390.94,1409.184,1452.426,1473.531,1502.312,1581.393,1641.523,1758.477,1088.0
3,ny,CEID-Walk,2021-02-01,2021-02-20,868.602,957.921,1026.43,1078.915,1130.531,1166.807,1186.483,1207.067,1217.036,1236.924,1269.042,1291.042,1311.593,1334.377,1378.609,1400.599,1442.014,1466.549,1507.562,1537.583,1620.67,1664.072,1778.291,946.0
4,ny,CEID-Walk,2021-02-01,2021-02-27,816.21,953.682,990.51,1063.434,1138.681,1149.682,1170.039,1198.779,1243.602,1282.147,1299.361,1317.993,1341.064,1356.263,1379.004,1394.322,1426.352,1475.288,1522.8,1580.74,1656.769,1735.696,1838.021,788.0
1,nc,CEID-Walk,2021-02-01,2021-02-06,537.128,564.476,574.557,615.513,626.006,641.277,649.175,672.982,682.145,690.591,696.574,705.144,724.571,730.908,745.595,757.656,776.299,801.017,807.066,831.601,876.309,894.358,912.034,639.0
2,nc,CEID-Walk,2021-02-01,2021-02-13,480.017,516.193,530.462,575.89,605.712,626.625,647.951,660.452,669.465,681.216,691.837,705.367,717.922,738.625,759.019,773.007,795.301,816.938,832.267,870.027,919.295,1013.218,1054.574,527.0
3,nc,CEID-Walk,2021-02-01,2021-02-20,395.558,489.3,510.643,548.288,576.298,610.076,626.587,645.621,659.266,672.338,680.485,709.139,722.254,735.238,742.87,764.508,781.819,822.04,851.994,917.854,951.661,980.747,1056.326,443.0
4,nc,CEID-Walk,2021-02-01,2021-02-27,396.839,408.179,455.879,525.746,547.267,574.112,604.361,629.12,657.608,671.689,678.583,702.996,730.875,750.796,776.577,795.955,832.276,850.265,886.262,945.484,982.936,1036.08,1052.902,316.0
1,nd,CEID-Walk,2021-02-01,2021-02-06,0.0,0.0,0.0,0.0,0.0,2.619,4.446,4.907,6.354,8.684,9.755,11.598,12.129,12.901,13.634,14.477,16.18,16.709,19.223,21.33,26.98,29.837,32.104,6.0
2,nd,CEID-Walk,2021-02-01,2021-02-13,0.0,0.0,0.0,0.0,0.0,0.0,2.644,4.722,6.363,8.663,9.729,12.124,13.194,15.368,16.992,18.239,19.978,21.952,23.167,25.548,29.076,31.957,37.22,8.0
3,nd,CEID-Walk,2021-02-01,2021-02-20,0.0,0.0,0.0,0.0,0.0,0.382,3.312,5.493,7.058,10.087,11.175,12.877,14.408,15.388,18.572,19.503,21.86,23.511,26.892,30.494,35.172,36.442,43.066,6.0
4,nd,CEID-Walk,2021-02-01,2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.584,2.758,3.787,4.897,7.464,10.912,13.047,17.218,19.179,20.511,23.736,27.211,29.171,30.562,32.804,42.44,47.657,8.0
1,oh,CEID-Walk,2021-02-01,2021-02-06,288.008,297.587,307.476,347.031,361.966,380.734,386.463,394.874,406.872,414.546,417.817,424.016,432.65,443.71,455.408,461.214,474.522,486.804,501.153,511.38,538.609,558.361,587.912,504.0
2,oh,CEID-Walk,2021-02-01,2021-02-13,141.14,234.552,281.181,313.176,331.49,343.162,352.646,367.285,390.047,402.654,412.027,425.883,444.936,450.074,454.531,457.707,465.125,488.718,507.789,562.022,594.597,637.857,709.569,368.0
3,oh,CEID-Walk,2021-02-01,2021-02-20,165.176,227.928,243.062,279.375,311.099,323.329,349.856,367.022,391.302,396.701,400.814,417.373,428.851,436.075,444.613,468.144,493.039,517.103,540.321,566.852,604.574,689.837,744.165,317.0
4,oh,CEID-Walk,2021-02-01,2021-02-27,180.44,183.917,220.614,253.333,288.96,316.044,336.63,358.89,373.364,390.941,417.726,422.586,439.083,458.917,471.266,488.764,496.698,511.693,525.591,590.995,640.387,695.183,802.696,222.0
1,ok,CEID-Walk,2021-02-01,2021-02-06,165.305,182.152,197.175,221.748,233.494,247.717,254.8,257.626,261.783,264.877,271.029,275.026,280.886,282.968,286.983,289.183,293.77,299.595,303.292,310.628,319.18,323.619,349.853,257.0
2,ok,CEID-Walk,2021-02-01,2021-02-13,134.455,173.42,183.292,209.624,220.835,230.128,237.652,248.027,256.391,263.123,266.476,272.383,275.278,282.152,285.714,291.212,300.414,312.195,317.324,332.611,348.192,355.235,357.812,233.0
3,ok,CEID-Walk,2021-02-01,2021-02-20,147.352,165.558,173.043,197.664,214.854,229.331,240.965,248.111,257.073,261.277,265.153,273.679,279.551,282.799,288.971,296.637,303.453,312.604,316.876,333.478,371.208,386.116,390.158,161.0
4,ok,CEID-Walk,2021-02-01,2021-02-27,97.621,116.655,165.276,176.346,189.488,212.028,232.469,248.79,257.526,261.892,267.314,274.01,283.684,288.558,295.26,301.133,314.874,327.196,331.885,350.721,378.897,414.459,415.734,224.0
1,or,CEID-Walk,2021-02-01,2021-02-06,0.0,0.0,0.0,0.0,0.0,0.0,23.148,28.789,41.896,56.241,64.784,75.816,90.793,111.699,119.316,138.385,152.171,165.263,174.738,210.974,233.559,273.873,276.419,63.0
2,or,CEID-Walk,2021-02-01,2021-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.871,35.179,67.635,79.815,98.922,122.69,138.926,163.157,189.417,205.096,218.753,237.905,276.89,299.507,321.491,396.456,117.0
3,or,CEID-Walk,2021-02-01,2021-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.37,12.644,22.782,54.448,83.274,99.969,121.417,152.054,163.921,186.908,193.341,217.706,238.562,267.888,299.543,331.529,394.577,17.0
4,or,CEID-Walk,2021-02-01,2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.489,23.811,47.236,74.464,107.019,134.862,158.389,177.962,208.606,229.883,245.585,270.037,308.492,380.194,422.478,495.246,54.0
1,pa,CEID-Walk,2021-02-01,2021-02-06,619.958,759.398,811.19,853.905,928.727,964.284,994.824,1024.015,1079.668,1100.712,1117.748,1137.908,1148.553,1157.037,1181.706,1218.411,1230.908,1257.679,1311.869,1334.523,1429.112,1574.267,1636.613,798.0
2,pa,CEID-Walk,2021-02-01,2021-02-13,419.659,554.142,661.487,778.554,837.18,894.013,934.976,959.15,1000.76,1048.564,1059.055,1102.166,1139.63,1192.337,1213.659,1276.658,1326.024,1384.605,1452.577,1492.141,1588.087,1647.287,1649.233,674.0
3,pa,CEID-Walk,2021-02-01,2021-02-20,354.858,415.168,505.513,674.881,723.601,762.191,847.343,919.282,967.427,1016.859,1070.332,1149.662,1176.261,1226.606,1257.209,1321.001,1364.47,1402.498,1472.337,1530.071,1598.079,1641.254,1835.379,495.0
4,pa,CEID-Walk,2021-02-01,2021-02-27,137.668,262.333,493.263,589.2,714.16,739.101,794.115,851.992,907.012,991.026,1094.959,1138.346,1161.925,1194.115,1251.542,1318.042,1410.995,1515.503,1550.22,1579.685,1684.83,1749.862,2005.983,357.0
1,ri,CEID-Walk,2021-02-01,2021-02-06,0.0,0.0,0.0,0.871,14.56,26.368,33.846,40.194,47.174,53.919,62.95,69.646,75.265,90.669,100.879,105.152,115.06,123.678,132.297,153.656,161.554,170.931,173.903,67.0
2,ri,CEID-Walk,2021-02-01,2021-02-13,0.0,0.0,0.0,0.0,0.0,4.203,10.301,13.787,24.333,34.857,49.57,56.32,73.113,80.133,92.844,105.549,110.54,123.651,148.889,169.544,190.241,224.936,263.002,59.0
3,ri,CEID-Walk,2021-02-01,2021-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819,14.871,24.757,42.672,54.919,70.07,80.996,88.99,107.93,134.772,144.701,168.319,192.872,203.116,250.754,303.527,26.0
4,ri,CEID-Walk,2021-02-01,2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.104,20.567,45.292,59.734,66.053,75.135,91.54,99.215,118.048,140.289,152.558,161.573,188.642,220.234,230.917,319.665,17.0
1,sc,CEID-Walk,2021-02-01,2021-02-06,344.81,352.3,379.692,409.498,439.95,454.592,478.67,497.962,510.055,519.759,531.048,535.705,548.733,555.895,559.513,575.268,589.446,607.948,624.218,659.344,693.899,703.622,711.421,597.0
2,sc,CEID-Walk,2021-02-01,2021-02-13,223.404,257.656,344.931,373.617,401.994,429.031,452.984,472.08,492.776,510.586,517.633,527.476,546.302,552.18,563.581,576.254,591.306,614.894,640.354,667.502,762.28,787.237,873.483,300.0
3,sc,CEID-Walk,2021-02-01,2021-02-20,195.626,237.997,297.215,347.629,368.907,401.634,411.191,441.32,461.463,478.467,490.572,522.142,541.921,585.506,591.007,617.103,637.587,649.005,671.292,746.202,806.406,838.093,885.31,345.0
4,sc,CEID-Walk,2021-02-01,2021-02-27,194.079,228.871,253.9,322.182,368.575,388.347,403.017,431.522,460.653,483.947,507.728,538.215,560.661,577.666,593.228,629.709,660.769,693.712,719.85,746.358,808.43,870.424,984.21,242.0
1,sd,CEID-Walk,2021-02-01,2021-02-06,53.895,55.579,57.838,64.893,67.895,71.036,73.503,74.856,77.952,78.954,79.857,80.885,81.827,83.517,84.293,86.699,88.739,89.829,91.461,92.838,95.932,99.684,100.005,28.0
2,sd,CEID-Walk,2021-02-01,2021-02-13,32.453,39.717,51.521,55.046,60.697,64.182,68.033,71.491,72.799,75.136,77.76,79.539,81.151,82.659,84.344,87.136,89.996,91.909,94.532,96.332,103.534,110.582,113.934,31.0
3,sd,CEID-Walk,2021-02-01,2021-02-20,23.111,31.462,41.512,49.965,56.745,59.214,63.307,65.719,70.916,73.741,76.778,78.843,80.31,82.054,83.981,86.225,88.226,92.822,96.5,100.685,110.201,117.248,146.187,19.0
4,sd,CEID-Walk,2021-02-01,2021-02-27,8.228,23.429,27.604,43.45,50.2,55.652,60.387,65.821,67.502,72.217,74.248,75.395,77.932,79.084,83.034,86.441,90.977,94.633,97.353,104.147,117.917,125.737,147.196,27.0
1,tn,CEID-Walk,2021-02-01,2021-02-06,258.409,335.365,402.356,487.74,535.687,578.841,622.644,639.647,652.248,698.46,732.994,752.522,791.103,806.823,857.3,894.597,933.668,954.686,990.7,1072.577,1147.365,1181.659,1238.803,889.0
2,tn,CEID-Walk,2021-02-01,2021-02-13,45.664,168.404,220.726,386.186,433.289,510.526,579.883,615.25,651.502,710.925,748.98,766.316,818.625,872.834,949.137,987.131,1010.566,1036.586,1145.086,1196.855,1339.602,1402.647,1410.581,439.0
3,tn,CEID-Walk,2021-02-01,2021-02-20,0.0,16.117,202.905,333.687,411.447,538.327,608.554,640.978,668.146,708.189,738.361,807.924,841.382,881.378,904.837,962.793,1028.27,1101.241,1174.318,1255.367,1497.039,1584.505,1655.744,213.0
4,tn,CEID-Walk,2021-02-01,2021-02-27,0.0,0.0,192.968,320.355,421.487,442.799,499.38,566.091,640.536,703.505,730.442,830.331,860.679,894.132,984.43,1000.028,1094.838,1173.971,1226.122,1282.492,1493.766,1630.892,1777.884,278.0
1,tx,CEID-Walk,2021-02-01,2021-02-06,1519.617,1573.421,1823.949,1881.841,1961.078,2025.957,2052.397,2069.739,2102.861,2147.263,2174.708,2210.182,2263.504,2291.498,2352.169,2398.725,2421.998,2441.303,2510.91,2533.427,2586.393,2638.396,2790.606,2266.0
2,tx,CEID-Walk,2021-02-01,2021-02-13,1326.165,1549.404,1629.818,1720.52,1848.803,1916.756,1991.08,2070.996,2126.878,2155.626,2186.635,2234.728,2252.381,2294.463,2319.514,2360.685,2412.944,2481.818,2525.722,2623.618,2751.685,2839.341,2950.181,1943.0
3,tx,CEID-Walk,2021-02-01,2021-02-20,958.34,1213.088,1408.572,1684.098,1739.212,1803.492,1939.933,1984.745,2026.19,2109.446,2173.56,2213.862,2264.143,2296.197,2320.803,2381.373,2466.928,2539.248,2607.736,2733.244,2883.076,2977.519,3287.865,896.0
4,tx,CEID-Walk,2021-02-01,2021-02-27,818.162,1116.73,1416.435,1654.092,1741.3,1765.439,1856.208,1921.206,1972.261,2020.127,2058.601,2130.988,2252.438,2325.17,2355.542,2417.806,2488.285,2583.155,2643.162,2716.761,2890.849,2953.435,3224.72,1548.0
1,ut,CEID-Walk,2021-02-01,2021-02-06,56.373,57.153,63.719,66.999,70.065,71.723,73.596,75.037,76.643,78.446,80.135,81.914,83.135,86.059,87.744,89.359,91.485,92.747,95.779,99.924,103.354,105.672,106.081,70.0
2,ut,CEID-Walk,2021-02-01,2021-02-13,36.979,47.57,51.825,59.588,64.909,66.897,68.485,70.018,70.4,73.526,75.56,77.681,80.513,83.387,86.137,87.756,91.886,93.5,95.986,100.7,106.741,111.726,116.54,57.0
3,ut,CEID-Walk,2021-02-01,2021-02-20,32.577,39.266,45.921,57.503,61.697,64.697,67.814,70.528,72.566,74.59,77.594,80.927,81.803,84.469,87.211,91.325,94.45,96.407,101.129,104.109,112.758,121.273,123.008,52.0
4,ut,CEID-Walk,2021-02-01,2021-02-27,33.535,35.674,44.398,54.783,56.614,60.235,65.326,66.452,70.456,75.179,77.94,81.32,82.692,84.058,89.519,91.384,93.568,95.719,99.626,108.492,115.834,120.037,140.332,87.0
1,vt,CEID-Walk,2021-02-01,2021-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.756,1.367,2.134,2.716,3.201,3.427,4.226,4.86,5.885,6.544,7.888,9.195,10.178,11.04,9.0
2,vt,CEID-Walk,2021-02-01,2021-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,1.079,1.734,2.846,3.299,4.265,6.312,7.206,8.669,9.595,10.321,12.752,15.893,18.169,7.0
3,vt,CEID-Walk,2021-02-01,2021-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391,1.8,2.523,3.773,5.108,5.962,7.08,8.567,10.028,14.032,17.161,25.917,7.0
4,vt,CEID-Walk,2021-02-01,2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.102,1.983,2.884,4.011,5.097,6.294,7.533,8.844,11.364,14.256,16.052,18.72,27.906,8.0
1,va,CEID-Walk,2021-02-01,2021-02-06,271.902,288.773,299.166,311.029,324.175,333.242,337.854,343.354,349.78,357.61,360.332,367.561,373.216,377.836,380.784,384.48,387.001,394.84,402.269,409.98,425.548,439.62,453.509,324.0
2,va,CEID-Walk,2021-02-01,2021-02-13,215.753,252.221,281.221,290.275,303.151,311.671,324.6,336.401,339.438,346.451,351.84,360.605,370.47,379.446,383.538,386.057,392.647,397.511,405.414,412.391,426.59,444.451,450.333,223.0
3,va,CEID-Walk,2021-02-01,2021-02-20,220.47,245.427,267.264,275.678,293.317,299.377,303.089,308.245,317.004,332.677,341.863,349.289,357.81,377.607,384.57,401.193,409.531,426.365,435.093,444.394,459.845,468.16,478.344,201.0
4,va,CEID-Walk,2021-02-01,2021-02-27,183.181,203.039,230.632,262.261,273.5,287.91,294.756,306.823,318.355,331.132,339.593,353.998,359.841,370.857,385.417,403.345,413.737,420.252,442.84,467.048,479.916,504.317,535.656,1185.0
1,wa,CEID-Walk,2021-02-01,2021-02-06,121.413,126.145,130.796,142.895,146.789,150.892,154.127,158.05,162.774,166.404,167.915,170.8,174.456,177.397,178.548,181.339,183.413,186.518,191.507,205.367,213.013,223.664,233.702,164.0
2,wa,CEID-Walk,2021-02-01,2021-02-13,89.139,95.961,114.317,130.144,143.236,149.16,153.138,157.901,162.704,166.096,170.7,174.245,176.474,178.216,181.015,185.217,187.807,192.903,200.61,205.122,211.651,219.491,237.487,226.0
3,wa,CEID-Walk,2021-02-01,2021-02-20,78.916,84.445,104.926,121.82,131.097,134.019,140.018,142.818,146.369,153.292,155.012,162.406,167.709,175.288,179.726,185.094,187.745,196.425,202.266,206.85,214.337,225.908,242.77,147.0
4,wa,CEID-Walk,2021-02-01,2021-02-27,75.613,85.122,100.268,106.879,117.654,125.724,128.769,134.118,143.085,149.062,153.926,160.147,169.828,175.868,181.27,186.692,194.546,199.965,206.184,219.301,232.041,233.139,239.029,134.0
1,wv,CEID-Walk,2021-02-01,2021-02-06,0.0,29.085,44.553,55.955,65.604,82.321,90.404,104.798,109.996,115.359,125.44,133.001,137.071,140.987,150.108,158.312,177.155,193.73,203.992,229.426,248.591,264.639,317.047,104.0
